Student_ID,High_School_Graduation_GPA,Daily_Study_Hours,Weekly_Study_Hours,Field_of_Study,Gender,School_Type,Region,General_Study_Environment,Favorite_Subject,Target_University,Career_Goal,Exam_Stress_Level,OBP_to_be_Added_to_Score,TYT_Score,AYT_Score
881,85.19,5.0,29.4,Equal Weight,Male,Public,Central Anatolia,Cram School,History,Bogazici University (State),Doctor,3,51.1,334.249,336.62
882,70.94,4.1,23.2,Equal Weight,Female,Private,Marmara,Mixed,Geography,Foundation University,Lawyer,6,42.6,299.556,323.183
883,50.47,4.1,27.8,Equal Weight,Female,Public,Aegean,Home,Mathematics,Foundation University,Journalist,5,30.3,263.532,283.935
884,51.81,5.3,30.5,Numerical,Female,Private,Marmara,Library,Chemistry,Bilkent University (Foundation),Physicist,6,31.1,269.058,297.76
885,57.12,5.5,33.0,Equal Weight,Male,Public,Marmara,Mixed,Mathematics,METU (State),Social Worker,6,34.3,305.732,303.864
886,53.65,4.6,32.1,Numerical,Male,Public,Marmara,Library,Literature,Foundation University,Software Developer,4,32.2,267.486,273.665
887,50.21,5.2,25.9,Verbal,Female,Private,Aegean,Home,Literature,State University,Lawyer,2,30.1,248.568,276.481
888,65.73,4.4,30.4,Numerical,Male,Public,Marmara,Home,Mathematics,Foundation University,Doctor,2,39.4,338.121,353.225
889,69.7,6.4,30.8,Verbal,Male,Public,Black Sea,Mixed,Geography,Foundation University,Psychologist,8,41.8,294.906,307.865
890,85.45,6.7,46.1,Equal Weight,Female,Public,Aegean,Mixed,History,Foundation University,Data Analyst,9,51.3,331.56,355.947
891,81.22,6.7,45.1,Foreign Language,Female,Private,Central Anatolia,Mixed,French,State University,Artist,7,48.7,338.047,387.29
892,93.06,8.9,61.1,Numerical,Male,Public,Aegean,Mixed,Chemistry,Bogazici University (State),Doctor,0,55.8,421.445,410.535
893,61.25,4.8,32.6,Equal Weight,Male,Public,Marmara,Home,Mathematics,Koc University (Foundation),Teacher,9,36.8,299.019,296.713
894,83.75,6.2,30.9,Verbal,Female,Public,Mediterranean,Library,Literature,METU (State),Journalist,1,50.2,309.685,378.875
895,75.16,6.8,47.4,Numerical,Male,Public,Marmara,Library,Mathematics,Bogazici University (State),Doctor,7,45.1,307.712,358.507
896,67.72,6.4,44.0,Equal Weight,Male,Private,Marmara,Mixed,History,Foundation University,Doctor,4,40.6,315.874,340.938
897,89.74,6.6,31.5,Equal Weight,Male,Public,Eastern Anatolia,Mixed,Mathematics,METU (State),Journalist,4,53.8,362.693,370.664
898,76.67,6.7,39.6,Verbal,Male,Private,Black Sea,Cram School,Geography,METU (State),Journalist,3,46.0,343.886,347.118
899,82.81,5.1,23.8,Equal Weight,Female,Private,Central Anatolia,Cram School,Geography,State University,Lawyer,2,49.7,362.873,359.061
900,59.81,5.1,29.6,Foreign Language,Female,Private,Central Anatolia,Home,English,Foundation University,Artist,10,35.9,276.805,295.014
901,55.0,5.9,28.5,Verbal,Male,Public,Mediterranean,Home,Literature,State University,Teacher,10,33.0,221.588,286.613
902,58.39,6.6,44.6,Foreign Language,Male,Public,Eastern Anatolia,Mixed,German,Koc University (Foundation),Teacher,3,35.0,275.824,302.441
903,73.77,6.8,47.5,Numerical,Male,Private,Marmara,Home,Mathematics,Foundation University,Software Developer,4,44.3,338.635,365.981
904,64.15,5.4,25.2,Numerical,Male,Private,Eastern Anatolia,Home,Mathematics,Foundation University,Doctor,3,38.5,272.922,307.79
905,61.18,5.9,39.3,Foreign Language,Male,Public,Eastern Anatolia,Library,English,State University,Writer,2,36.7,290.81,316.091
906,79.21,6.9,33.9,Numerical,Female,Private,Aegean,Home,Mathematics,METU (State),Software Developer,6,47.5,349.98,346.956
907,52.41,4.6,22.0,Equal Weight,Female,Public,Eastern Anatolia,Home,Biology,State University,Software Developer,2,31.4,257.916,292.562
908,83.19,6.1,41.0,Equal Weight,Male,Private,Black Sea,Home,Geography,Foundation University,Engineer,4,49.9,351.761,353.341
909,71.67,6.8,38.9,Verbal,Female,Public,Marmara,Home,Geography,State University,Social Worker,3,43.0,327.612,364.241
910,52.19,4.8,27.3,Verbal,Male,Public,Marmara,Home,Literature,Sabanci University (Foundation),Social Worker,0,31.3,270.323,326.525
911,78.96,4.6,27.1,Numerical,Female,Public,Central Anatolia,Home,Physics,Bogazici University (State),Physicist,7,47.4,308.211,355.188
912,55.39,3.8,22.3,Numerical,Male,Public,Marmara,Library,Physics,Hacettepe University (State),Engineer,2,33.2,279.995,307.445
913,77.02,5.6,26.6,Numerical,Female,Public,Aegean,Home,Mathematics,Foundation University,Data Analyst,9,46.2,308.787,356.849
914,54.98,2.4,13.1,Equal Weight,Female,Public,Central Anatolia,Home,Biology,State University,Engineer,4,33.0,257.767,289.852
915,64.79,3.7,24.2,Verbal,Male,Public,Marmara,Home,Literature,State University,Psychologist,2,38.9,269.69,344.64
916,79.56,8.1,47.6,Verbal,Male,Public,Black Sea,Cram School,Literature,ITU (State),Teacher,6,47.7,323.867,342.279
917,53.67,2.4,11.8,Equal Weight,Male,Public,Southeastern Anatolia,Home,Literature,Hacettepe University (State),Lawyer,5,32.2,249.347,249.192
918,77.51,4.4,28.9,Verbal,Male,Private,Marmara,Home,Literature,Foundation University,Social Worker,5,46.5,312.856,320.455
919,69.76,4.4,24.8,Verbal,Male,Public,Marmara,Home,Literature,State University,Psychologist,9,41.9,278.537,304.202
920,56.1,6.3,31.2,Equal Weight,Male,Public,Central Anatolia,Home,Geography,ITU (State),Doctor,2,33.7,302.894,284.492
921,83.23,6.5,45.3,Verbal,Male,Private,Aegean,Library,Literature,ITU (State),Psychologist,8,49.9,351.132,366.201
922,65.29,4.5,25.2,Numerical,Male,Private,Central Anatolia,Home,Mathematics,Foundation University,Engineer,2,39.2,305.78,340.581
923,58.0,3.7,21.8,Foreign Language,Male,Public,Marmara,Home,German,Koc University (Foundation),Writer,8,34.8,258.806,286.031
924,83.41,8.6,50.6,Numerical,Male,Private,Central Anatolia,Home,Biology,Foundation University,Data Analyst,6,50.0,351.222,356.148
925,78.36,7.0,34.9,Numerical,Male,Public,Marmara,Home,Mathematics,Foundation University,Data Analyst,8,47.0,290.823,331.151
926,88.72,6.6,32.5,Equal Weight,Male,Public,Central Anatolia,Home,Physics,State University,Doctor,8,53.2,332.804,362.572
927,96.59,7.8,46.0,Equal Weight,Male,Private,Southeastern Anatolia,Mixed,Biology,Bogazici University (State),Doctor,4,58.0,373.838,394.579
928,85.11,5.6,38.8,Numerical,Male,Public,Southeastern Anatolia,Home,Chemistry,Sabanci University (Foundation),Data Analyst,2,51.1,324.047,391.357
929,55.27,5.8,40.4,Numerical,Male,Public,Central Anatolia,Home,Mathematics,State University,Software Developer,2,33.2,274.032,311.095
930,80.52,4.5,29.5,Verbal,Female,Public,Marmara,Cram School,Literature,Foundation University,Teacher,4,48.3,318.428,316.764
931,79.55,8.3,57.6,Numerical,Female,Public,Marmara,Library,Mathematics,Ankara University (State),Physicist,9,47.7,330.862,367.248
932,50.49,3.5,24.1,Numerical,Male,Public,Black Sea,Home,Physics,Sabanci University (Foundation),Engineer,8,30.3,220.063,215.753
933,96.81,5.9,33.5,Numerical,Male,Private,Black Sea,Library,Physics,Sabanci University (Foundation),Physicist,11,58.1,303.224,373.357
934,52.66,3.7,17.4,Equal Weight,Male,Public,Mediterranean,Home,Geography,Ankara University (State),Data Analyst,4,31.6,273.133,278.037
935,62.51,3.6,20.6,Equal Weight,Male,Public,Central Anatolia,Mixed,Physics,State University,Engineer,10,37.5,272.504,253.376
936,70.83,6.2,29.7,Equal Weight,Male,Public,Eastern Anatolia,Mixed,Biology,State University,Social Worker,1,42.5,328.47,324.614
937,63.73,4.8,32.7,Equal Weight,Female,Private,Black Sea,Home,Physics,Koc University (Foundation),Journalist,4,38.2,328.044,305.773
938,53.08,4.7,21.5,Numerical,Male,Public,Marmara,Cram School,Chemistry,Foundation University,Data Analyst,1,31.8,273.066,306.149
939,88.01,5.6,38.7,Equal Weight,Male,Public,Marmara,Home,Geography,State University,Engineer,7,52.8,319.38,358.739
940,62.73,3.5,20.2,Equal Weight,Male,Public,Marmara,Home,Mathematics,ITU (State),Teacher,3,37.6,304.8,292.084
941,95.76,6.8,45.7,Numerical,Male,Public,Marmara,Library,Physics,Hacettepe University (State),Physicist,5,57.5,403.891,364.638
942,98.21,8.9,61.8,Numerical,Male,Public,Marmara,Cram School,Chemistry,METU (State),Software Developer,5,58.9,403.894,405.861
943,66.0,4.5,29.7,Numerical,Male,Public,Eastern Anatolia,Home,History,Koc University (Foundation),Doctor,3,39.6,281.353,294.284
944,66.61,6.7,45.4,Equal Weight,Male,Public,Southeastern Anatolia,Mixed,Geography,Foundation University,Psychologist,4,40.0,281.115,326.563
945,60.91,4.5,21.4,Numerical,Male,Public,Marmara,Mixed,Physics,State University,Doctor,9,36.5,263.162,304.308
946,70.23,4.6,26.4,Equal Weight,Male,Public,Eastern Anatolia,Mixed,Literature,State University,Teacher,6,42.1,306.551,315.27
947,93.68,5.6,33.0,Verbal,Female,Private,Aegean,Library,Geography,Hacettepe University (State),Journalist,6,56.2,360.599,390.93
948,91.99,6.9,40.5,Numerical,Female,Public,Black Sea,Mixed,Physics,Hacettepe University (State),Physicist,6,55.2,358.463,365.211
949,84.62,8.8,59.7,Equal Weight,Female,Private,Eastern Anatolia,Home,History,Bogazici University (State),Doctor,8,50.8,326.827,362.722
950,71.44,5.5,36.9,Foreign Language,Male,Private,Central Anatolia,Home,German,Bilkent University (Foundation),Writer,5,42.9,310.756,361.389
951,92.23,6.5,38.0,Equal Weight,Female,Private,Central Anatolia,Home,History,Sabanci University (Foundation),Lawyer,8,55.3,359.011,399.545
952,53.85,5.8,40.3,Verbal,Female,Private,Central Anatolia,Mixed,History,State University,Journalist,1,32.3,286.108,299.953
953,63.98,3.5,23.3,Numerical,Male,Public,Aegean,Mixed,Mathematics,Ankara University (State),Software Developer,8,38.4,282.531,278.02
954,70.71,5.4,26.5,Numerical,Female,Public,Marmara,Mixed,Mathematics,State University,Engineer,4,42.4,304.767,330.396
955,71.31,3.9,26.0,Equal Weight,Female,Public,Eastern Anatolia,Mixed,Physics,Foundation University,Software Developer,3,42.8,317.018,298.244
956,78.24,5.5,37.7,Verbal,Female,Public,Central Anatolia,Home,Literature,Bogazici University (State),Social Worker,5,46.9,329.755,328.542
957,54.58,5.3,36.4,Foreign Language,Female,Public,Marmara,Mixed,English,Foundation University,Artist,0,32.7,255.866,318.483
958,79.18,6.7,45.1,Numerical,Female,Public,Mediterranean,Cram School,History,Foundation University,Physicist,1,47.5,359.327,340.479
959,72.68,7.2,41.2,Equal Weight,Female,Public,Black Sea,Home,History,State University,Lawyer,2,43.6,322.476,344.824
960,79.32,4.6,31.7,Numerical,Female,Public,Marmara,Cram School,Mathematics,Foundation University,Software Developer,5,47.6,327.647,345.236
961,82.86,4.9,27.5,Verbal,Female,Public,Central Anatolia,Library,History,Foundation University,Journalist,8,49.7,316.742,324.25
962,54.42,5.0,28.8,Numerical,Male,Public,Black Sea,Home,Mathematics,Foundation University,Engineer,9,32.7,249.853,254.764
963,93.2,6.1,35.8,Equal Weight,Female,Public,Mediterranean,Home,History,Koc University (Foundation),Physicist,7,55.9,343.756,354.506
964,84.76,6.6,45.1,Numerical,Male,Public,Eastern Anatolia,Library,Physics,Foundation University,Software Developer,3,50.9,328.247,373.191
965,67.79,4.8,28.8,Equal Weight,Female,Private,Mediterranean,Home,Physics,State University,Lawyer,2,40.7,297.615,292.344
966,62.79,3.9,26.1,Numerical,Female,Public,Marmara,Home,Chemistry,Foundation University,Physicist,9,37.7,280.851,303.627
967,50.13,2.1,11.2,Equal Weight,Male,Public,Marmara,Home,History,Foundation University,Physicist,4,30.1,253.364,245.331
968,98.23,7.7,36.6,Equal Weight,Female,Private,Central Anatolia,Mixed,Literature,ITU (State),Lawyer,5,58.9,378.362,378.502
969,59.76,4.6,22.0,Equal Weight,Female,Public,Marmara,Library,Mathematics,Foundation University,Software Developer,1,35.9,269.894,336.665
970,99.53,8.0,55.1,Verbal,Male,Private,Mediterranean,Library,Literature,Koc University (Foundation),Psychologist,2,59.7,383.907,411.183
971,74.83,4.3,20.6,Equal Weight,Male,Private,Marmara,Mixed,Geography,State University,Lawyer,5,44.9,304.8,340.887
972,76.87,4.9,24.3,Numerical,Male,Public,Aegean,Library,Physics,Hacettepe University (State),Engineer,3,46.1,322.055,343.461
973,88.9,8.7,41.9,Numerical,Male,Public,Eastern Anatolia,Cram School,Physics,State University,Software Developer,4,53.3,358.564,380.604
974,77.29,5.2,35.5,Equal Weight,Male,Private,Marmara,Home,History,State University,Software Developer,5,46.4,295.373,322.964
975,85.43,5.7,27.2,Equal Weight,Female,Public,Central Anatolia,Mixed,Mathematics,State University,Software Developer,4,51.3,324.522,362.495
976,69.23,4.9,27.7,Verbal,Male,Public,Aegean,Home,Geography,Foundation University,Social Worker,4,41.5,303.668,306.53
977,54.89,2.5,11.6,Verbal,Male,Public,Central Anatolia,Mixed,History,Foundation University,Social Worker,8,32.9,231.984,264.4
978,97.84,8.4,41.7,Numerical,Male,Private,Central Anatolia,Home,Mathematics,Hacettepe University (State),Software Developer,7,58.7,398.267,406.395
979,87.07,7.7,52.7,Numerical,Female,Public,Aegean,Home,Mathematics,Bogazici University (State),Physicist,4,52.2,364.521,370.9
980,54.68,3.7,21.3,Verbal,Female,Public,Aegean,Home,Literature,Foundation University,Lawyer,8,32.8,231.914,259.418
981,80.45,6.5,37.6,Equal Weight,Male,Private,Central Anatolia,Library,Geography,Sabanci University (Foundation),Teacher,1,48.3,367.247,346.357
982,69.6,5.2,30.1,Foreign Language,Female,Public,Marmara,Home,German,State University,Artist,8,41.8,301.709,324.999
983,72.0,7.4,50.6,Equal Weight,Male,Public,Marmara,Mixed,Literature,Bilkent University (Foundation),Journalist,7,43.2,309.194,347.768
984,88.94,8.1,55.0,Numerical,Male,Public,Central Anatolia,Mixed,Physics,Bogazici University (State),Data Analyst,7,53.4,350.103,360.29
985,82.17,5.0,23.5,Equal Weight,Male,Public,Central Anatolia,Home,Literature,Sabanci University (Foundation),Lawyer,6,49.3,339.696,328.666
986,62.14,6.4,30.7,Numerical,Female,Private,Marmara,Home,Physics,Hacettepe University (State),Physicist,2,37.3,303.851,326.653
987,81.09,5.3,30.4,Verbal,Female,Public,Eastern Anatolia,Library,Literature,Hacettepe University (State),Social Worker,3,48.7,343.319,342.937
988,55.46,3.9,19.0,Foreign Language,Male,Public,Black Sea,Mixed,English,State University,Artist,9,33.3,266.579,268.894
989,81.55,5.9,34.6,Numerical,Male,Public,Marmara,Cram School,Mathematics,Hacettepe University (State),Engineer,2,48.9,327.37,361.268
990,62.99,5.8,39.1,Numerical,Male,Public,Central Anatolia,Cram School,Mathematics,Ankara University (State),Doctor,6,37.8,274.512,327.929
991,66.63,4.2,20.6,Numerical,Male,Private,Aegean,Mixed,Physics,Bogazici University (State),Data Analyst,1,40.0,330.616,329.93
992,74.54,7.7,37.1,Equal Weight,Male,Public,Central Anatolia,Home,Literature,Foundation University,Teacher,6,44.7,299.654,318.926
993,89.76,8.6,58.2,Equal Weight,Female,Private,Marmara,Home,Biology,Foundation University,Engineer,10,53.9,369.792,344.97
994,69.08,4.8,28.0,Equal Weight,Female,Public,Marmara,Home,Geography,Foundation University,Data Analyst,5,41.4,312.365,338.116
995,93.49,6.8,32.8,Numerical,Male,Private,Marmara,Home,Mathematics,State University,Engineer,6,56.1,369.05,391.237
996,58.99,4.6,31.3,Equal Weight,Female,Public,Central Anatolia,Home,Literature,Foundation University,Lawyer,3,35.4,281.924,318.404
997,51.18,4.9,23.1,Verbal,Female,Private,Eastern Anatolia,Home,History,Foundation University,Teacher,5,30.7,263.537,281.509
998,66.35,4.6,30.2,Equal Weight,Female,Public,Central Anatolia,Home,Literature,Bilkent University (Foundation),Social Worker,3,39.8,291.19,297.916
999,77.52,8.0,46.2,Equal Weight,Female,Public,Marmara,Mixed,History,Foundation University,Psychologist,9,46.5,305.362,330.567
1000,78.34,7.5,51.6,Equal Weight,Female,Public,Mediterranean,Cram School,Geography,Foundation University,Teacher,7,47.0,313.294,332.516
1001,73.37,7.3,49.1,Numerical,Male,Public,Marmara,Home,Physics,Bilkent University (Foundation),Software Developer,2,44.0,327.655,349.858
1002,54.05,4.8,32.2,Equal Weight,Female,Public,Black Sea,Cram School,Geography,Sabanci University (Foundation),Software Developer,8,32.4,241.15,264.757
1003,84.83,5.2,25.5,Foreign Language,Female,Public,Black Sea,Mixed,French,Foundation University,Artist,4,50.9,325.592,369.638
1004,81.35,7.5,52.3,Numerical,Female,Public,Aegean,Mixed,Biology,State University,Software Developer,2,48.8,343.409,352.937
1005,85.48,7.5,36.8,Verbal,Male,Public,Marmara,Cram School,History,State University,Psychologist,6,51.3,333.039,368.584
1006,65.06,6.5,37.3,Equal Weight,Male,Private,Marmara,Home,Mathematics,Foundation University,Doctor,3,39.0,284.065,301.304
1007,63.5,3.1,14.0,Verbal,Female,Public,Aegean,Mixed,Literature,State University,Lawyer,10,38.1,231.789,288.284
1008,95.18,9.6,46.4,Numerical,Female,Private,Black Sea,Mixed,Mathematics,METU (State),Data Analyst,2,57.1,378.966,421.405
1009,69.63,6.7,33.2,Equal Weight,Female,Public,Aegean,Home,History,State University,Physicist,9,41.8,294.56,311.486
1010,89.41,5.5,31.9,Foreign Language,Female,Private,Black Sea,Library,French,Hacettepe University (State),Translator,4,53.6,375.889,358.068
1011,79.68,6.9,48.2,Equal Weight,Male,Private,Southeastern Anatolia,Home,Geography,State University,Lawyer,2,47.8,335.669,362.011
1012,67.23,6.1,30.5,Equal Weight,Female,Public,Marmara,Home,Biology,Sabanci University (Foundation),Journalist,10,40.3,278.058,295.992
1013,53.37,4.5,25.6,Equal Weight,Female,Private,Mediterranean,Mixed,History,State University,Social Worker,6,32.0,262.781,256.397
1014,90.91,7.9,46.8,Equal Weight,Male,Private,Aegean,Library,Mathematics,Hacettepe University (State),Journalist,9,54.5,350.526,371.298
1015,88.9,8.0,55.2,Equal Weight,Female,Private,Black Sea,Mixed,History,Sabanci University (Foundation),Data Analyst,4,53.3,344.899,353.087
1016,86.44,5.7,27.5,Numerical,Female,Public,Marmara,Home,Physics,Sabanci University (Foundation),Doctor,3,51.9,355.749,369.006
1017,75.86,4.9,28.2,Verbal,Female,Private,Mediterranean,Mixed,Geography,State University,Teacher,5,45.5,321.785,356.006
1018,63.75,5.3,31.0,Numerical,Male,Private,Eastern Anatolia,Mixed,Physics,ITU (State),Data Analyst,7,38.2,292.215,306.292
1019,81.64,6.6,45.3,Equal Weight,Female,Public,Mediterranean,Cram School,History,State University,Social Worker,8,49.0,339.415,342.874
1020,98.7,8.0,39.2,Verbal,Male,Private,Aegean,Home,Literature,Sabanci University (Foundation),Lawyer,1,59.2,379.963,416.758
1021,88.15,7.8,46.2,Verbal,Female,Public,Marmara,Home,Geography,State University,Teacher,8,52.9,336.833,358.247
1022,71.32,3.8,25.8,Verbal,Male,Public,Marmara,Home,History,State University,Psychologist,7,42.8,310.402,299.083
1023,94.62,8.2,47.3,Numerical,Female,Private,Mediterranean,Library,Mathematics,Bogazici University (State),Data Analyst,5,56.8,344.278,407.908
